DFT_ID,Alloy,SWS0,B0,C11,C12,C44,cprime,B,G_V,G_R,G_VRH,E,nu,B_G_ratio,Cauchy,A,Hv,R2_cprime,R2_c44,n_drop_cprime,n_drop_c44,born_stable
DFT_1459,Ti18Hf34Ta38Mo10,3.122486,155.54,167.41,149.61,69.02,8.90,155.54,44.97,18.65,31.81,89.34,0.4043,4.8899,80.59,7.7535,-0.64,0.998166,0.999701,0,0,Y
DFT_1460,Ti18Zr12V38Ta32,3.009619,142.44,204.99,111.17,64.32,46.91,142.44,57.36,56.01,56.68,150.13,0.3243,2.5130,46.85,1.3711,4.22,0.999955,0.999967,0,0,Y
DFT_1461,Ti18Zr26Hf24Nb24W8,3.158967,131.13,174.97,109.21,64.83,32.88,131.13,52.05,46.69,49.37,131.59,0.3327,2.6561,44.38,1.9718,3.24,0.999964,0.999958,0,0,Y
DFT_1462,Ti18Zr30V10Ta28Mo14,3.093257,133.61,193.71,103.56,61.67,45.07,133.61,55.03,53.75,54.39,143.68,0.3208,2.4565,41.89,1.3681,4.24,0.999984,0.999960,0,0,Y
DFT_1463,Ti18Zr38V12Ta20W12,3.111787,126.94,177.62,101.60,63.42,38.01,126.94,53.25,50.04,51.64,136.43,0.3209,2.4579,38.18,1.6685,4.02,0.999945,0.999955,0,0,Y
DFT_1464,Ti20Nb16Ta46Mo18,3.048400,172.45,268.73,124.31,71.72,72.21,172.45,71.92,71.92,71.92,189.42,0.3169,2.3979,52.59,0.9932,5.77,0.999828,0.999992,0,0,Y
DFT_1465,Ti20Hf6V14Ta12Mo22W26,2.978230,196.11,321.18,133.57,76.62,93.81,196.11,83.50,82.68,83.09,218.42,0.3144,2.3602,56.95,0.8168,6.72,0.999975,0.999548,0,0,Y
DFT_1467,Ti20Hf8V16Nb8Ta36Mo12,3.034569,159.90,228.62,125.54,67.71,51.54,159.90,61.24,60.16,60.70,161.65,0.3315,2.6342,57.83,1.3138,4.11,0.999962,0.999981,0,0,Y
DFT_1468,Ti20Hf12V14Nb22Mo20W12,3.006575,168.26,267.65,118.56,61.85,74.54,168.26,66.93,66.37,66.65,176.62,0.3250,2.5246,56.72,0.8297,4.90,0.999985,0.999913,0,0,Y
DFT_1469,Ti20Hf14V16Ta22W28,3.023475,174.37,264.62,129.24,79.48,67.69,174.37,74.77,74.30,74.54,195.72,0.3129,2.3394,49.76,1.1743,6.22,0.999975,0.999930,1,2,Y
DFT_1470,Ti20Hf40V16Nb12W12,3.089800,146.46,196.74,121.32,71.45,37.71,146.46,57.95,52.62,55.29,147.32,0.3324,2.6491,49.87,1.8945,3.69,0.999987,0.999989,0,0,Y
DFT_1471,Ti20Zr8Nb14Ta40W18,3.067507,169.02,255.92,125.57,76.66,65.17,169.02,72.07,71.61,71.84,188.77,0.3139,2.3528,48.91,1.1762,5.96,0.999935,0.999996,0,0,Y
DFT_1473,Ti20Zr10V18Ta20Mo16W16,3.000572,171.37,271.32,121.40,68.18,74.96,171.37,70.89,70.74,70.82,186.73,0.3184,2.4200,53.22,0.9095,5.60,0.999968,0.999917,0,0,Y
DFT_1474,Ti20Zr14Nb16Ta20W30,3.058143,170.51,264.46,123.53,72.96,70.46,170.51,71.96,71.94,71.95,189.24,0.3150,2.3698,50.57,1.0354,5.89,0.999961,0.999967,0,0,Y
DFT_1475,Ti20Zr14Hf20Nb26Mo10W10,3.103641,146.21,211.33,113.65,62.79,48.84,146.21,57.21,56.35,56.78,150.81,0.3281,2.5751,50.86,1.2856,4.02,0.999979,0.999975,0,0,Y
DFT_1476,Ti20Zr18Nb24Ta28Mo10,3.096543,143.60,211.57,109.62,61.89,50.98,143.60,57.52,57.01,57.26,151.63,0.3240,2.5077,47.73,1.2140,4.28,0.999989,0.999976,0,0,Y
DFT_1477,Ti20Zr20Hf12Ta12Mo12W24,3.078636,159.26,239.83,118.98,71.82,60.43,159.26,67.26,66.78,67.02,176.33,0.3155,2.3762,47.15,1.1886,5.50,0.999984,0.999966,0,0,Y
DFT_1478,Ti20Zr22V10Nb32Ta16,3.098722,128.70,183.48,101.31,56.11,41.09,128.70,50.10,48.95,49.53,131.68,0.3295,2.5987,45.20,1.3657,3.42,0.999925,0.999996,0,0,Y
DFT_1480,Ti20Zr24Nb48Ta8,3.124925,126.88,182.11,99.26,51.59,41.43,126.88,47.52,46.98,47.25,126.10,0.3344,2.6853,47.68,1.2452,3.01,0.999844,0.999872,0,0,Y
DFT_1481,Ti20Zr24Hf14V14Ta18W10,3.104830,133.51,181.48,109.53,68.18,35.97,133.51,55.30,50.20,52.75,139.84,0.3254,2.5309,41.34,1.8954,3.87,0.999977,0.999978,0,0,Y
DFT_1482,Ti20Zr28Hf24Mo28,3.123809,135.29,191.65,107.11,61.35,42.27,135.29,53.72,51.97,52.84,140.27,0.3272,2.5602,45.76,1.4515,3.78,0.999991,0.999941,0,0,Y
DFT_1483,Ti20Zr36Ta8Mo8W28,3.089893,147.76,223.50,109.89,65.95,56.81,147.76,62.29,61.96,62.13,163.47,0.3156,2.3783,43.94,1.1609,5.13,0.999987,0.999944,0,0,Y
DFT_1484,Ti22Nb26Ta38W14,3.056157,171.96,262.56,126.66,74.30,67.95,171.96,71.76,71.63,71.69,188.84,0.3170,2.3985,52.36,1.0935,5.75,0.999883,0.999994,0,0,Y
DFT_1485,Ti22V12Nb50Ta16,3.045252,150.00,225.42,112.29,55.29,56.57,150.00,55.80,55.79,55.80,148.93,0.3345,2.6883,57.00,0.9774,3.61,0.999967,0.999896,0,0,Y
DFT_1486,Ti22V14Nb32Ta10Mo10W12,3.002604,170.25,270.17,120.29,60.16,74.94,170.25,66.07,65.32,65.70,174.62,0.3291,2.5915,60.13,0.8028,4.59,0.999943,0.999968,0,0,Y
DFT_1487,Ti22Hf6V28Nb22Mo10W12,2.974667,163.81,256.88,117.28,57.87,69.80,163.81,62.64,62.12,62.38,166.06,0.3310,2.6259,59.40,0.8291,4.25,0.999967,0.999974,0,0,Y
DFT_1489,Ti22Hf8Nb38Ta32,3.091807,152.95,208.93,124.96,64.86,41.99,152.95,55.71,53.26,54.48,146.10,0.3408,2.8072,60.10,1.5448,3.20,0.999926,0.999909,0,0,Y
DFT_1490,Ti22Hf12Ta40W26,3.061509,177.74,252.05,140.58,82.02,55.73,177.74,71.50,69.00,70.25,186.22,0.3254,2.5300,58.57,1.4716,5.12,0.999977,0.999961,0,0,Y
DFT_1491,Ti22Hf16V16Nb24Ta22,3.067846,144.51,202.06,115.73,65.81,43.16,144.51,56.75,54.40,55.57,147.78,0.3296,2.6003,49.92,1.5248,3.86,0.999976,0.999984,0,1,Y
DFT_1492,Ti22Hf22V14Nb24Mo18,3.045230,148.75,220.75,112.75,58.87,54.00,148.75,56.93,56.82,56.87,151.34,0.3304,2.6154,53.87,1.0902,3.90,0.999992,0.999980,2,1,Y
DFT_1493,Ti22Hf26Ta48W4,3.120599,152.57,170.91,143.40,74.16,13.76,152.57,50.00,26.90,38.45,106.42,0.3838,3.9678,69.23,5.3917,0.37,0.999918,0.999772,0,0,Y
DFT_1494,Ti22Hf26V12Nb30W10,3.075400,147.07,207.34,116.93,64.78,45.21,147.07,56.95,55.22,56.08,149.28,0.3308,2.6223,52.15,1.4330,3.83,0.999979,0.999988,0,0,Y
DFT_1495,Ti22Hf40V10Mo28,3.070089,151.62,216.09,119.39,67.52,48.35,151.62,59.85,58.28,59.06,156.83,0.3276,2.5671,51.87,1.3965,4.21,0.999992,0.999988,0,0,Y
DFT_1496,Ti22Hf40V12Mo14W12,3.080545,149.65,210.10,119.43,71.00,45.33,149.65,60.73,57.89,59.31,157.17,0.3250,2.5232,48.43,1.5660,4.38,0.999982,0.999994,0,0,Y
DFT_1497,Ti22Zr6V20Nb20Ta20Mo12,3.016038,153.72,233.36,113.90,58.51,59.73,153.72,59.00,58.99,59.00,156.91,0.3299,2.6056,55.39,0.9795,4.09,0.999304,0.999975,0,0,Y
DFT_1498,Ti22Zr8V28Nb18W24,2.980455,164.36,257.23,117.92,61.29,69.66,164.36,64.64,64.38,64.51,171.14,0.3265,2.5478,56.63,0.8799,4.66,0.999962,0.999966,0,0,Y
DFT_1499,Ti22Zr14Hf16V28Ta20,3.068730,127.56,170.59,106.04,66.04,32.28,127.56,52.53,46.56,49.55,131.60,0.3281,2.5746,40.00,2.0461,3.49,0.999940,0.999992,0,0,Y
DFT_1500,Ti22Zr14Hf20Nb12Ta24Mo8,3.127385,139.20,189.85,113.87,69.53,37.99,139.20,56.91,52.19,54.55,144.75,0.3267,2.5517,44.35,1.8302,3.94,0.999988,0.999985,0,0,Y
DFT_1501,Ti22Zr18Hf18Ta30W12,3.126672,127.32,156.24,112.86,71.15,21.69,127.32,51.37,37.21,44.29,119.06,0.3441,2.8747,41.71,3.2804,2.34,0.999967,0.999978,0,0,Y
DFT_1502,Ti22Zr20Hf32Mo14W12,3.126177,143.42,196.55,116.85,70.08,39.85,143.42,57.99,53.77,55.88,148.36,0.3276,2.5667,46.77,1.7587,3.99,0.999994,0.999975,0,0,Y
DFT_1503,Ti22Zr28Hf12Ta16W22,3.119670,143.13,200.00,114.70,72.00,42.65,143.13,60.26,56.46,58.36,154.12,0.3205,2.4527,42.70,1.6881,4.56,0.999986,0.999986,1,0,Y
DFT_1504,Ti22Zr30V10Mo28W10,3.041960,144.22,226.88,102.89,55.50,62.00,144.22,58.10,57.93,58.02,153.47,0.3226,2.4859,47.38,0.8952,4.41,0.999989,0.999825,0,0,Y
DFT_1505,Ti24Nb44Mo10W22,3.018939,178.36,289.52,122.78,62.18,83.37,178.36,70.65,69.21,69.93,185.55,0.3266,2.5504,60.60,0.7458,5.02,0.999957,0.999793,0,0,Y
DFT_1506,Ti24Nb48Ta16Mo12,3.051058,159.83,246.56,116.46,56.98,65.05,159.83,60.21,59.96,60.08,160.18,0.3330,2.6601,59.48,0.8760,3.99,0.999949,0.999977,0,0,Y
DFT_1508,Ti24Hf8V28Ta16Mo18W6,2.976043,164.14,253.86,119.28,65.17,67.29,164.14,66.02,66.00,66.01,174.62,0.3227,2.4866,54.11,0.9684,4.99,0.999960,0.999979,0,0,Y
DFT_1509,Ti24Zr6V32Mo26W12,2.933464,174.28,285.11,118.87,59.46,83.12,174.28,68.92,67.10,68.01,180.55,0.3273,2.5625,59.41,0.7153,4.85,0.999981,0.999746,0,0,Y
DFT_1510,Ti24Zr10V16Nb18Ta32,3.059222,141.88,202.80,111.42,64.52,45.69,141.88,56.99,55.39,56.19,148.91,0.3251,2.5251,46.90,1.4121,4.14,0.999973,0.999969,0,0,Y
DFT_1511,Ti24Zr10Hf6V24Nb36,3.041732,130.67,189.21,101.40,50.96,43.91,130.67,48.14,47.88,48.01,128.31,0.3363,2.7218,50.44,1.1605,2.97,0.999974,0.999922,2,2,Y
DFT_1512,Ti24Zr12Ta38Mo16W10,3.057640,164.54,251.38,121.12,73.47,65.13,164.54,70.13,69.89,70.01,183.94,0.3137,2.3502,47.65,1.1280,5.84,0.999959,0.999986,0,0,Y
DFT_1513,Ti24Zr12V10Ta46W8,3.068007,152.74,218.54,119.84,75.27,49.35,152.74,64.90,62.20,63.55,167.44,0.3173,2.4033,44.57,1.5252,5.13,0.999959,0.999979,0,0,Y
DFT_1514,Ti24Zr12Hf20Nb10Ta12W22,3.098961,153.28,217.00,121.42,74.09,47.79,153.28,63.57,60.72,62.15,164.24,0.3214,2.4664,47.33,1.5504,4.79,0.999972,0.999990,0,0,Y
DFT_1515,Ti24Zr30V22Mo8W16,3.038041,134.59,200.63,101.57,57.67,49.53,134.59,54.41,54.11,54.26,143.49,0.3223,2.4805,43.91,1.1643,4.15,0.999969,0.999946,0,0,Y
DFT_1516,Ti24Zr40Hf12Nb8Mo16,3.151418,117.45,159.88,96.24,57.84,31.82,117.45,47.43,43.58,45.51,120.91,0.3284,2.5809,38.40,1.8176,3.16,0.999963,0.999947,0,0,Y
DFT_1517,Ti26Nb50Ta22W2,3.070023,153.00,227.22,115.89,60.82,55.67,153.00,58.76,58.65,58.70,156.14,0.3299,2.6064,55.07,1.0926,4.06,0.999953,0.999896,0,0,Y
DFT_1518,Ti26V2Ta44Mo28,3.023707,173.56,275.10,122.79,73.69,76.15,173.56,74.68,74.66,74.67,195.91,0.3119,2.3244,49.10,0.9677,6.29,0.999903,0.999955,0,0,Y
DFT_1519,Ti26V22Ta24Mo20W8,2.971602,173.90,276.31,122.69,68.20,76.81,173.90,71.65,71.40,71.52,188.70,0.3191,2.4313,54.49,0.8880,5.60,0.999928,0.999935,0,0,Y
DFT_1520,Ti26V26Nb28Ta20,3.007455,148.66,219.07,113.45,58.71,52.81,148.66,56.35,56.20,56.27,149.90,0.3319,2.6418,54.75,1.1117,3.78,0.999987,0.999942,0,0,Y
DFT_1521,Ti26Hf12Nb16Ta30W16,3.071800,163.98,223.78,134.08,73.02,44.85,163.98,61.75,58.36,60.06,160.57,0.3368,2.7304,61.06,1.6282,3.78,0.999983,0.999984,1,1,Y
DFT_1522,Ti26Hf14V26Nb26W8,3.017349,145.09,210.17,112.55,59.04,48.81,145.09,54.95,54.47,54.71,145.81,0.3325,2.6519,53.51,1.2097,3.64,0.999979,0.999981,0,0,Y
DFT_1523,Ti26Hf18V26Ta10W20,3.010411,157.55,228.74,121.96,72.40,53.39,157.55,64.80,63.38,64.09,169.30,0.3209,2.4584,49.55,1.3561,4.96,0.999961,0.999987,0,1,Y
DFT_1524,Ti26Hf22V40Nb2Mo10,2.986750,138.68,195.98,110.03,58.76,42.98,138.68,52.45,51.23,51.84,138.29,0.3338,2.6752,51.27,1.3671,3.37,0.999976,0.999980,0,0,Y
DFT_1525,Ti26Hf24Nb44W6,3.103604,144.15,201.52,115.47,63.09,43.03,144.15,55.07,53.17,54.12,144.30,0.3332,2.6635,52.37,1.4664,3.57,0.999980,0.999972,0,0,Y
DFT_1526,Ti26Hf30V14Ta18Mo12,3.073898,145.02,197.55,118.75,71.06,39.40,145.02,58.39,53.77,56.08,149.04,0.3287,2.5858,47.70,1.8035,3.94,0.999985,0.999990,0,0,Y
DFT_1527,Ti26Zr8V4Ta50Mo12,3.064060,156.52,229.63,119.96,74.36,54.83,156.52,66.55,65.09,65.82,173.18,0.3156,2.3781,45.61,1.3560,5.41,0.999955,0.999983,0,0,Y
DFT_1528,Ti26Zr10V4Ta22Mo28W10,3.019078,169.26,270.85,118.46,68.52,76.20,169.26,71.59,71.40,71.50,188.02,0.3149,2.3674,49.94,0.8993,5.87,0.999978,0.999884,0,0,Y
DFT_1529,Ti26Zr10V38W26,2.950545,163.10,251.91,118.69,64.63,66.61,163.10,65.42,65.41,65.42,173.11,0.3231,2.4932,54.06,0.9704,4.93,0.999971,0.999967,0,0,Y
DFT_1530,Ti26Zr12Nb14Mo30W18,3.012967,173.47,286.49,116.96,64.22,84.77,173.47,72.44,71.12,71.78,189.23,0.3182,2.4167,52.74,0.7576,5.68,0.999994,0.999654,0,0,Y
DFT_1531,Ti26Zr14V38Nb12W10,2.981077,139.26,206.21,105.79,54.64,50.21,139.26,52.87,52.78,52.82,140.68,0.3316,2.6363,51.14,1.0883,3.55,0.999976,0.999955,0,0,Y
DFT_1532,Ti26Zr16Hf16Ta20Mo22,3.096063,143.67,205.32,112.84,67.11,46.24,143.67,58.76,56.85,57.80,152.90,0.3226,2.4855,45.74,1.4514,4.40,0.999989,0.999985,0,0,Y
DFT_1533,Ti26Zr26Nb22W26,3.081947,144.92,217.16,108.80,61.99,54.18,144.92,58.86,58.61,58.74,155.24,0.3215,2.4673,46.81,1.1441,4.53,0.999985,0.999949,0,0,Y
DFT_1534,Ti26Zr28V8Nb38,3.111838,116.24,163.00,92.86,50.46,35.07,116.24,44.31,42.93,43.62,116.30,0.3332,2.6650,42.40,1.4388,2.78,0.999872,0.999879,0,0,Y
DFT_1535,Ti28Nb28Ta16W28,3.028854,177.57,279.23,126.74,72.72,76.24,177.57,74.13,74.09,74.11,195.17,0.3168,2.3961,54.03,0.9538,5.93,0.999934,0.999962,0,0,Y
DFT_1536,Ti28V12Nb18Ta42,3.047758,153.40,220.66,119.77,70.49,50.45,153.40,62.47,60.82,61.65,163.10,0.3228,2.4883,49.28,1.3974,4.67,0.999974,0.999964,0,0,Y
DFT_1537,Ti28V28Ta24W20,2.973427,170.30,260.75,125.08,73.85,67.84,170.30,71.44,71.32,71.38,187.89,0.3161,2.3858,51.23,1.0886,5.78,0.999959,0.999983,0,0,Y
DFT_1538,Ti28V34Nb30Mo8,2.960565,149.10,228.31,109.50,48.16,59.41,149.10,52.66,52.10,52.38,140.67,0.3428,2.8465,61.34,0.8106,2.96,0.999976,0.999964,0,0,Y
DFT_1539,Ti28Hf6V38Ta12W16,2.958781,159.73,238.17,120.51,67.35,58.83,159.73,63.94,63.66,63.80,168.92,0.3237,2.5034,53.16,1.1448,4.77,0.999963,0.999945,0,0,Y
DFT_1540,Ti28Hf12V40Mo20,2.944216,149.25,227.50,110.12,55.33,58.69,149.25,56.67,56.63,56.65,150.86,0.3315,2.6346,54.80,0.9428,3.83,0.999994,0.999983,1,0,Y
DFT_1541,Ti28Zr6Nb26Mo20W20,3.014030,174.03,283.20,119.45,63.82,81.87,174.03,71.04,70.00,70.52,186.38,0.3215,2.4678,55.62,0.7795,5.38,0.999985,0.999760,0,0,Y
DFT_1542,Ti28Zr8V24Nb14Mo26,2.971963,154.03,243.97,109.06,51.17,67.45,154.03,57.68,56.64,57.16,152.60,0.3349,2.6947,57.89,0.7586,3.69,0.999982,0.999864,0,0,Y
DFT_1543,Ti28Zr22Nb26Mo12W12,3.072561,141.18,214.07,104.73,56.16,54.67,141.18,55.56,55.55,55.56,147.34,0.3261,2.5412,48.58,1.0272,4.04,0.999978,0.999940,0,0,Y
DFT_1544,Ti28Zr24V6Ta42,3.115614,128.23,171.83,106.43,70.11,32.70,128.23,55.14,48.10,51.62,136.54,0.3225,2.4841,36.32,2.1442,3.93,0.999948,0.999994,0,0,Y
DFT_1545,Ti28Zr24V14Nb16Ta18,3.091055,121.64,167.36,98.78,59.36,34.29,121.64,49.33,45.93,47.63,126.40,0.3268,2.5537,39.42,1.7312,3.40,0.999919,0.999976,0,0,Y
DFT_1546,Ti28Zr30Ta16Mo26,3.086987,134.23,199.30,101.70,58.73,48.80,134.23,54.76,54.31,54.53,144.09,0.3211,2.4614,42.97,1.2035,4.23,0.999986,0.999951,0,0,Y
DFT_1547,Ti30V14Nb18Ta18Mo20,2.998482,161.69,251.17,116.95,60.35,67.11,161.69,63.06,62.89,62.97,167.21,0.3276,2.5677,56.60,0.8994,4.49,0.999967,0.999990,0,0,Y
DFT_1548,Ti30V40Ta14Mo16,2.931195,159.64,244.49,117.21,56.70,63.64,159.64,59.48,59.29,59.38,158.49,0.3345,2.6884,60.51,0.8910,3.86,0.999971,0.998896,0,0,Y
DFT_1549,Ti30Hf14Nb38Ta10Mo8,3.080391,144.97,208.79,113.06,61.37,47.87,144.97,55.97,55.15,55.56,147.80,0.3301,2.6093,51.69,1.2821,3.83,0.999979,0.999981,0,0,Y
DFT_1550,Ti30Hf18V24Nb2Ta26,3.048387,143.75,189.77,120.74,70.11,34.52,143.75,55.87,49.64,52.75,141.01,0.3365,2.7249,50.63,2.0312,3.30,0.999861,0.999995,0,0,Y
DFT_1551,Ti30Zr4Hf16V14Nb16W20,3.039933,150.88,218.67,116.98,67.15,50.84,150.88,60.63,59.52,60.07,159.10,0.3242,2.5116,49.83,1.3208,4.48,0.999971,0.999986,1,1,Y
DFT_1552,Ti30Zr10Hf24V10Nb14Mo12,3.087391,132.83,181.56,108.46,61.90,36.55,132.83,51.76,48.46,50.11,133.54,0.3324,2.6508,46.56,1.6936,3.31,0.999987,0.999973,0,0,Y
DFT_1553,Ti30Zr18V12Nb30Mo10,3.055818,128.87,190.08,98.27,50.10,45.91,128.87,48.42,48.34,48.38,129.00,0.3332,2.6637,48.16,1.0914,3.15,0.999957,0.999919,0,0,Y
DFT_1554,Ti30Zr18Hf16V14Mo22,3.059644,132.22,188.69,103.99,58.49,42.35,132.22,52.03,50.75,51.39,136.49,0.3280,2.5728,45.50,1.3810,3.63,0.999989,0.999951,0,0,Y
DFT_1555,Ti30Zr20Hf14V6Ta30,3.177794,101.53,115.15,94.72,63.56,10.22,101.53,42.22,20.58,31.40,85.40,0.3598,3.2334,31.16,6.2206,0.81,0.999763,0.999893,0,0,Y
DFT_1556,Ti30Zr24Hf28V6Ta12,3.163302,120.15,144.82,107.81,73.47,18.50,120.15,51.48,33.57,42.53,114.12,0.3417,2.8251,34.34,3.9708,2.32,0.999205,0.999981,0,0,Y
DFT_1557,Ti32V6Nb38Mo24,3.005442,159.21,252.91,112.36,52.24,70.27,159.21,59.45,58.22,58.84,157.15,0.3355,2.7060,60.12,0.7434,3.77,0.999982,0.999889,0,0,Y
DFT_1558,Ti32V30Nb26W12,2.967070,155.45,235.30,115.53,56.28,59.89,155.45,57.72,57.67,57.70,154.03,0.3349,2.6943,59.25,0.9398,3.72,0.999752,0.999987,0,0,Y
DFT_1559,Ti32Hf12V12Ta14Mo30,3.006289,159.58,244.41,117.16,64.98,63.62,159.58,64.44,64.43,64.43,170.37,0.3221,2.4766,52.18,1.0214,4.92,0.999976,0.999977,0,0,Y
DFT_1561,Ti32Zr14V14Nb4Ta18W18,3.036237,149.18,217.79,114.88,68.69,51.46,149.18,61.79,60.57,61.18,161.48,0.3196,2.4382,46.19,1.3349,4.82,0.999965,0.999985,0,0,Y
DFT_1562,Ti32Zr24V12Ta2Mo30,3.029122,134.81,207.85,98.29,53.19,54.78,134.81,53.82,53.81,53.82,142.49,0.3238,2.5049,45.10,0.9710,4.03,0.999979,0.999908,0,0,Y
DFT_1563,Ti32Zr24Hf18W26,3.109024,139.81,191.65,113.89,71.41,38.88,139.81,58.39,53.50,55.95,148.09,0.3235,2.4989,42.49,1.8366,4.21,0.999993,0.999980,0,0,Y
DFT_1564,Ti34Ta26Mo28W12,3.002861,180.67,289.77,126.12,74.84,81.83,180.67,77.63,77.49,77.56,203.55,0.3122,2.3294,51.28,0.9146,6.48,0.999989,0.999910,0,0,Y
DFT_1565,Ti34V14Nb14Ta28W10,3.020416,158.33,232.68,121.15,69.99,55.76,158.33,64.30,63.51,63.91,168.98,0.3221,2.4775,51.16,1.2552,4.88,0.999972,0.999992,0,0,Y
DFT_1566,Ti34V14Nb50Ta2,3.028480,138.82,204.99,105.74,50.41,49.63,138.82,50.09,50.09,50.09,134.14,0.3389,2.7713,55.33,1.0157,2.99,0.999968,0.999954,0,0,Y
DFT_1567,Ti34Hf10V26Nb16Mo14,2.987911,144.34,212.87,110.07,55.14,51.40,144.34,53.64,53.58,53.61,143.11,0.3348,2.6924,54.94,1.0727,3.45,0.999984,0.999980,0,0,Y
DFT_1568,Ti34Hf16Nb8Ta42,3.149268,116.43,138.42,105.43,68.39,16.49,116.43,47.63,30.28,38.96,105.14,0.3495,2.9887,37.04,4.1463,1.73,0.999901,0.999671,0,0,Y
DFT_1569,Ti34Hf22Ta18Mo18W8,3.064129,156.70,225.08,122.51,73.84,51.29,156.70,64.82,62.80,63.81,168.55,0.3207,2.4558,48.67,1.4398,4.95,0.999822,0.999995,0,0,Y
DFT_1570,Ti34Hf24Nb16Mo26,3.061504,149.13,217.83,114.78,63.01,51.53,149.13,58.42,57.85,58.13,154.35,0.3275,2.5652,51.77,1.2229,4.15,0.999991,0.999984,0,0,Y
DFT_1572,Ti34Zr16Ta18Mo18W14,3.046754,155.52,236.09,115.24,68.19,60.42,155.52,65.08,64.86,64.97,171.09,0.3167,2.3937,47.05,1.1285,5.28,0.999981,0.999970,0,0,Y
DFT_1573,Ti34Zr16Hf14V16W20,3.054510,137.03,190.67,110.21,67.35,40.23,137.03,56.50,53.04,54.77,145.00,0.3236,2.5018,42.86,1.6741,4.11,0.999987,0.999978,0,0,Y
DFT_1574,Ti34Zr16Hf20Mo12W18,3.085293,145.11,204.87,115.23,69.27,44.82,145.11,59.49,56.86,58.18,153.95,0.3232,2.4944,45.96,1.5454,4.40,0.999982,0.999985,0,0,Y
DFT_1575,Ti36Nb42Ta2W20,3.032312,161.78,247.59,118.87,62.83,64.36,161.78,63.44,63.44,63.44,168.32,0.3266,2.5501,56.04,0.9763,4.58,0.999969,0.999992,0,0,Y
DFT_1576,Ti36V12Ta14Mo10W28,2.977957,182.22,287.10,129.78,76.61,78.66,182.22,77.43,77.42,77.43,203.46,0.3139,2.3535,53.17,0.9740,6.36,0.999999,0.999856,0,0,Y
DFT_1577,Ti36V26Ta10Mo28,2.943139,164.13,257.75,117.32,58.53,70.21,164.13,63.21,62.71,62.96,167.46,0.3300,2.6071,58.79,0.8336,4.35,0.999971,0.999941,0,0,Y
DFT_1578,Ti36Zr2V12Nb16Ta4W30,2.992887,171.74,265.48,124.87,70.30,70.31,171.74,70.30,70.30,70.30,185.58,0.3199,2.4429,54.57,0.9999,5.47,0.999965,0.999958,0,0,Y
DFT_1579,Ti36Zr14Ta36Mo14,3.075136,142.62,203.59,112.14,69.09,45.73,142.62,59.75,57.37,58.56,154.52,0.3194,2.4356,43.04,1.5110,4.63,0.999987,0.999985,0,0,Y
DFT_1581,Ti38Hf10V20Nb8Mo10W14,2.988923,154.70,229.28,117.41,64.00,55.93,154.70,60.78,60.51,60.64,160.90,0.3266,2.5510,53.41,1.1443,4.38,0.999018,0.999988,0,0,Y
DFT_1582,Ti38Hf34V12Nb16,3.099972,130.33,162.54,114.23,68.56,24.16,130.33,50.80,39.51,45.16,121.44,0.3447,2.8863,45.66,2.8385,2.38,0.999964,0.999994,0,0,Y
DFT_1583,Ti38Zr6Hf14V26Mo16,3.002382,135.15,191.12,107.17,58.24,41.97,135.15,51.73,50.42,51.08,136.09,0.3322,2.6460,48.93,1.3874,3.40,0.999985,0.999979,0,0,Y
DFT_1584,Ti38Zr10Mo24W28,2.997425,176.28,284.30,122.27,71.56,81.01,176.28,75.34,75.06,75.20,197.52,0.3133,2.3441,50.71,0.8833,6.24,0.999995,0.999798,0,0,Y
DFT_1585,Ti38Zr10V26Ta12Mo14,2.989689,139.21,202.82,107.41,58.16,47.71,139.21,53.98,53.48,53.73,142.81,0.3290,2.5910,49.24,1.2192,3.75,0.999983,0.999969,0,0,Y
DFT_1587,Ti38Zr14Nb22W26,3.050507,150.61,225.08,113.38,65.12,55.85,150.61,61.41,61.07,61.24,161.79,0.3210,2.4594,48.26,1.1660,4.75,0.999980,0.999976,0,0,Y
DFT_1588,Ti38Zr16V16Mo14W16,3.002658,147.73,222.98,110.11,61.31,56.43,147.73,59.36,59.26,59.31,156.93,0.3230,2.4908,48.80,1.0863,4.49,0.999982,0.999960,0,0,Y
DFT_1589,Ti40Nb6Ta32W22,3.034250,167.37,249.00,126.56,79.61,61.22,167.37,72.25,71.07,71.66,188.14,0.3127,2.3355,46.95,1.3004,6.02,0.999944,0.999985,0,0,Y
DFT_1590,Ti40V6Nb20Mo14W20,2.989425,170.02,267.73,121.16,65.10,73.28,170.02,68.37,68.14,68.26,180.60,0.3230,2.4909,56.07,0.8883,5.13,0.999972,0.999917,0,0,Y
DFT_1591,Ti40Hf4V24Nb32,3.004134,131.94,187.71,104.06,52.86,41.83,131.94,48.45,47.82,48.13,128.74,0.3374,2.7412,51.19,1.2639,2.93,0.999941,0.999978,0,0,Y
DFT_1592,Ti40Hf4V32Ta24,2.990447,139.58,190.52,114.11,64.71,38.20,139.58,54.11,50.65,52.38,139.67,0.3332,2.6647,49.40,1.6940,3.44,0.999944,0.999998,0,0,Y
DFT_1593,Ti40Hf6V30W24,2.955886,159.24,236.19,120.77,67.89,57.71,159.24,63.82,63.42,63.62,168.42,0.3237,2.5031,52.87,1.1764,4.76,0.999956,0.999970,0,0,Y
